                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    102,                0.89599,                0.55127,                0.97771,                0.69524,                0.70111,                0.69318,                0.36085,                 1.9086,                 1.1798,                 1.6837,             0.00011686,             0.00011686,             0.00011686
                    103,                0.90871,                0.55766,                0.98264,                0.74338,                0.63824,                0.66192,                0.34766,                 1.9472,                 1.2742,                  1.723,             0.00011466,             0.00011466,             0.00011466
                    104,                0.90701,                0.55629,                0.97925,                 0.7372,                0.65136,                0.66417,                0.34538,                  1.959,                 1.2278,                 1.7886,             0.00011246,             0.00011246,             0.00011246
                    105,                0.88534,                0.54849,                 0.9695,                0.70466,                0.66762,                0.66727,                0.35091,                 1.9763,                 1.2232,                 1.7782,             0.00011027,             0.00011027,             0.00011027
                    106,                0.89722,                0.54776,                0.98069,                0.73714,                0.65759,                0.67447,                0.35352,                 1.9224,                 1.2086,                 1.7002,             0.00010807,             0.00010807,             0.00010807
                    107,                0.87822,                0.54549,                 0.9737,                0.75152,                0.63761,                0.66213,                0.34457,                 1.9164,                 1.2191,                 1.6869,             0.00010587,             0.00010587,             0.00010587
                    108,                 0.8754,                 0.5397,                0.96676,                0.75079,                0.61613,                0.66624,                0.35075,                 1.8958,                   1.21,                 1.6953,             0.00010368,             0.00010368,             0.00010368
                    109,                0.88354,                0.54867,                0.96654,                0.70192,                0.66665,                 0.6638,                 0.3453,                 1.9667,                 1.2468,                 1.8608,             0.00010148,             0.00010148,             0.00010148
                    110,                0.87467,                0.54262,                0.97179,                0.67801,                0.69672,                0.67832,                0.34468,                 1.9359,                 1.2672,                 1.7546,             9.9285e-05,             9.9285e-05,             9.9285e-05
                    111,                0.86399,                0.52976,                0.96015,                0.73161,                0.62044,                0.66621,                0.35384,                 1.9594,                 1.2395,                 1.8511,             9.7088e-05,             9.7088e-05,             9.7088e-05
                    112,                0.86173,                0.52526,                0.96278,                0.71425,                0.63063,                0.65954,                 0.3473,                 1.9397,                 1.2425,                 1.7549,             9.4892e-05,             9.4892e-05,             9.4892e-05
                    113,                0.86583,                0.53104,                0.96776,                0.74546,                0.62815,                0.67132,                0.34812,                 1.9089,                 1.2364,                 1.7422,             9.2695e-05,             9.2695e-05,             9.2695e-05
