                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                0.92973,                0.57481,                0.98258,                0.71649,                0.64693,                0.67872,                0.34897,                 1.8928,                 1.3121,                 1.6129,             0.00017177,             0.00017177,             0.00017177
                    154,                0.90762,                0.56329,                 0.9809,                0.72013,                0.64382,                 0.6755,                 0.3463,                 1.8858,                 1.2921,                 1.5967,             0.00017067,             0.00017067,             0.00017067
                    155,                 0.9227,                0.57303,                0.98441,                0.72664,                0.65161,                0.67801,                0.35186,                 1.8779,                 1.2734,                 1.5928,             0.00016957,             0.00016957,             0.00016957
                    156,                0.91818,                0.57336,                0.98465,                0.72115,                0.65444,                0.68252,                0.35294,                 1.8704,                 1.2664,                 1.6009,             0.00016847,             0.00016847,             0.00016847
                    157,                0.90731,                 0.5754,                0.98414,                0.72214,                0.64366,                0.66615,                0.35034,                 1.8986,                 1.2889,                 1.6161,             0.00016737,             0.00016737,             0.00016737
                    158,                0.91757,                0.57402,                0.98426,                0.72524,                0.63381,                0.66273,                0.34996,                 1.9144,                 1.2933,                 1.6309,             0.00016628,             0.00016628,             0.00016628
                    159,                0.91113,                0.56416,                0.98049,                0.72306,                0.65541,                0.66349,                0.34895,                 1.9371,                 1.2968,                 1.6542,             0.00016518,             0.00016518,             0.00016518
                    160,                0.90975,                0.56494,                0.98158,                0.73888,                0.65017,                0.66803,                0.35105,                 1.9367,                 1.2622,                 1.6476,             0.00016408,             0.00016408,             0.00016408
                    161,                 0.8984,                0.55642,                0.97753,                0.73261,                 0.6453,                0.67696,                0.35317,                 1.9303,                 1.2447,                 1.6388,             0.00016298,             0.00016298,             0.00016298
                    162,                0.90166,                0.55577,                0.97787,                0.71925,                0.64546,                0.66891,                0.35292,                 1.9171,                  1.247,                 1.6325,             0.00016188,             0.00016188,             0.00016188
                    163,                0.89071,                0.55147,                0.97471,                0.72432,                0.63819,                0.67222,                 0.3534,                  1.915,                 1.2595,                 1.6414,             0.00016079,             0.00016079,             0.00016079
                    164,                0.89453,                0.55341,                0.97346,                0.71753,                0.66157,                0.67296,                0.35561,                 1.9068,                 1.2483,                 1.6377,             0.00015969,             0.00015969,             0.00015969
                    165,                 0.9036,                0.56303,                0.98434,                0.72357,                0.67248,                0.67426,                0.35363,                 1.9107,                  1.255,                 1.6457,             0.00015859,             0.00015859,             0.00015859
                    166,                0.88871,                0.55303,                0.97529,                0.69929,                0.67507,                 0.6719,                0.34688,                 1.9253,                 1.2699,                 1.6403,             0.00015749,             0.00015749,             0.00015749
                    167,                 0.8886,                0.55535,                0.97501,                0.70648,                0.66589,                0.66364,                0.34714,                 1.9398,                 1.2834,                 1.6621,             0.00015639,             0.00015639,             0.00015639
                    168,                0.88799,                 0.5475,                0.97612,                0.69811,                0.65507,                0.66366,                0.35279,                 1.9411,                 1.2926,                 1.6573,             0.00015529,             0.00015529,             0.00015529
                    169,                0.88913,                0.55362,                0.97283,                0.69505,                0.67404,                0.66355,                0.35399,                 1.9518,                 1.2967,                  1.654,              0.0001542,              0.0001542,              0.0001542
                    170,                0.88127,                0.55052,                0.97205,                0.70548,                0.66729,                0.67049,                0.35507,                 1.9537,                 1.2936,                 1.6471,              0.0001531,              0.0001531,              0.0001531
                    171,                0.88075,                0.55528,                0.96905,                0.71083,                0.65651,                0.67593,                0.35773,                 1.9444,                 1.2719,                 1.6418,               0.000152,               0.000152,               0.000152
