                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     92,                 1.0575,                0.66851,                 1.0272,                0.67481,                0.61983,                  0.634,                 0.3209,                 1.9484,                 1.2908,                 1.5569,             0.00016826,             0.00016826,             0.00016826
                     93,                 1.0505,                0.66654,                 1.0262,                0.69916,                0.64274,                 0.6476,                 0.3297,                  1.899,                 1.3394,                  1.533,             0.00016774,             0.00016774,             0.00016774
                     94,                 1.0289,                0.64742,                 1.0173,                0.71645,                0.64723,                0.67355,                0.34068,                 1.8717,                 1.3717,                 1.5072,             0.00016722,             0.00016722,             0.00016722
                     95,                 1.0573,                0.66043,                 1.0246,                0.64873,                0.67507,                0.66661,                0.32256,                 1.9607,                 1.3491,                 1.5571,              0.0001667,              0.0001667,              0.0001667
                     96,                 1.0355,                0.65835,                 1.0179,                0.70707,                0.63463,                0.64452,                0.31865,                 1.9677,                 1.2959,                 1.5604,             0.00016619,             0.00016619,             0.00016619
                     97,                  1.036,                0.65124,                 1.0172,                0.67752,                0.65163,                0.64322,                0.32306,                 1.9539,                 1.3175,                 1.5614,             0.00016567,             0.00016567,             0.00016567
                     98,                  1.029,                0.64599,                 1.0139,                0.66587,                0.66745,                0.63438,                0.33188,                  1.918,                 1.3167,                 1.5245,             0.00016515,             0.00016515,             0.00016515
                     99,                 1.0381,                0.65109,                 1.0199,                0.66045,                0.68425,                0.66761,                0.33013,                 1.9348,                 1.2873,                  1.543,             0.00016463,             0.00016463,             0.00016463
                    100,                 1.0272,                0.65094,                 1.0143,                0.73386,                 0.6225,                 0.6609,                0.32432,                 1.9554,                 1.2612,                 1.5679,             0.00016412,             0.00016412,             0.00016412
                    101,                   1.03,                0.64428,                 1.0125,                 0.7355,                 0.6136,                0.65612,                 0.3275,                 1.9435,                 1.3331,                 1.5575,              0.0001636,              0.0001636,              0.0001636
                    102,                 1.0148,                0.63824,                 1.0131,                0.72134,                0.61659,                0.67034,                0.32143,                 1.9635,                 1.3201,                 1.5563,             0.00016308,             0.00016308,             0.00016308
                    103,                 1.0166,                0.63909,                 1.0074,                0.67395,                0.64824,                0.65474,                0.32225,                 1.9589,                 1.2891,                 1.5921,             0.00016256,             0.00016256,             0.00016256
                    104,                 1.0146,                0.63569,                 1.0104,                0.66566,                 0.6292,                  0.648,                0.32262,                 2.0016,                 1.2881,                 1.6095,             0.00016204,             0.00016204,             0.00016204
                    105,                 1.0073,                0.62729,                 1.0044,                0.71228,                0.60847,                0.64886,                0.32019,                 1.9537,                 1.2536,                 1.5618,             0.00016153,             0.00016153,             0.00016153
                    106,                 1.0165,                0.64129,                 1.0112,                0.74978,                0.65712,                0.68356,                0.32949,                 1.9281,                 1.2688,                 1.5373,             0.00016101,             0.00016101,             0.00016101
                    107,                0.99788,                0.63069,                 1.0038,                0.68005,                0.63342,                0.64644,                0.31955,                 1.9593,                 1.3267,                 1.5563,             0.00016049,             0.00016049,             0.00016049
                    108,                0.99346,                0.62471,                 1.0015,                0.73176,                0.62912,                0.65707,                0.32653,                 1.9239,                 1.2857,                 1.5463,             0.00015997,             0.00015997,             0.00015997
                    109,                 1.0086,                 0.6306,                 1.0047,                0.64777,                0.63849,                 0.6456,                0.31539,                 1.9566,                 1.2999,                 1.6037,             0.00015946,             0.00015946,             0.00015946
                    110,                0.98446,                0.61284,                 0.9982,                0.63577,                0.65691,                0.64054,                0.32523,                 1.9359,                 1.2662,                 1.5797,             0.00015894,             0.00015894,             0.00015894
                    111,                0.98207,                0.61884,                0.99732,                0.69046,                0.63241,                0.65574,                0.33065,                  1.959,                 1.2917,                 1.5825,             0.00015842,             0.00015842,             0.00015842
                    112,                0.98728,                0.61233,                  1.002,                   0.69,                0.66909,                0.66161,                0.31726,                 1.9786,                 1.3126,                 1.5534,              0.0001579,              0.0001579,              0.0001579
